,id,host_acceptance_rate,host_is_superhost,neighbourhood,latitude,longitude,room_type,accommodates,bedrooms,beds,amenities,price_in_dollar,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews_l30d,review_scores_rating,instant_bookable,price_per_person,minimum_price,discount_per_5_days_booked,discount_per_10_days_booked,discount_per_30_and_more_days_booked,service_cost,available,five_day_dollar_price
4343,585247724655632639,0.22000000000000003,False,De Pijp - Rivierenbuurt,52.3502,4.88849,Entire home/apt,4,2,3,7,180.0,3,365,True,0,0,5.0,False,45.0,540.0,0.08,0.19,0.17,4.99,0.4246575342465753,1044.6575342465753
4344,586257070522452076,0.53,False,Centrum-West,52.37217,4.87526,Entire home/apt,4,2,3,15,364.0,2,7,True,0,2,4.75,True,91.0,728.0,0.08,0.17,0.29,4.99,0.17534246575342466,3737.671232876712
4345,586917670534919357,0.39000000000000007,False,De Pijp - Rivierenbuurt,52.35344,4.90496,Entire home/apt,2,1,1,3,156.0,3,365,True,0,2,5.0,False,78.0,468.0,0.07,0.15,0.2,4.99,0.01643835616438356,655.4109589041096
4346,587385509884588735,1.0,False,Oud-Oost,52.35413,4.92087,Entire home/apt,2,1,1,1,85.0,3,12,True,0,1,4.5,False,42.5,255.0,0.06,0.12,0.16,4.99,0.0273972602739726,487.6575342465753
4347,587436553754183598,0.39,False,Oud-Oost,52.35524,4.91432,Entire home/apt,4,2,2,4,120.0,3,365,True,0,0,5.0,False,30.0,360.0,0.04,0.1,0.17,4.99,0.4301369863013699,711.2602739726027
4348,587514392024673557,0.86,False,De Baarsjes - Oud-West,52.366295,4.858334,Entire home/apt,4,2,3,8,230.0,3,30,True,0,1,4.67,False,57.5,690.0,0.1,0.18,0.23,4.99,0.010958904109589041,1150.0
4349,587718195447695888,0.38,False,Oostelijk Havengebied - Indische Buurt,52.3654,4.93987,Entire home/apt,2,1,1,4,125.0,4,30,True,1,0,5.0,False,62.5,500.0,0.07,0.14,0.22,4.99,0.01643835616438356,631.0
4350,588123344477410536,1.0,False,Buitenveldert - Zuidas,52.32796,4.87224,Entire home/apt,4,2,2,7,260.0,3,18,True,4,1,5.0,False,65.0,780.0,0.07,0.13,0.23,4.99,0.4,1372.1917808219177
4352,588859323308285214,0.07,False,Centrum-West,52.373817,4.877646,Private room,2,1,1,9,250.0,3,14,True,12,0,5.0,False,125.0,750.0,0.12,0.23,0.33,4.99,0.8986301369863013,1250.0
4357,589607149380794757,0.09000000000000002,False,Centrum-Oost,52.36367175475037,4.903447929890441,Entire home/apt,3,2,1,17,450.0,3,30,True,0,2,4.52,True,150.0,1350.0,0.11,0.18,0.28,10.99,0.0547945205479452,2256.849315068493
4358,589766359288572451,0.64,False,De Baarsjes - Oud-West,52.36921635521068,4.867176158644905,Entire home/apt,4,2,3,15,325.0,3,31,True,0,1,5.0,False,81.25,975.0,0.12,0.31,0.23,4.99,0.0027397260273972603,1625.0
4361,591716565334599367,1.0,False,Oud-Oost,52.36155,4.92877,Entire home/apt,2,1,1,7,180.0,4,12,True,3,1,5.0,True,90.0,720.0,0.07,0.16,0.2,4.99,0.09315068493150686,900.0
4362,592389868426747777,0.5700000000000001,False,Centrum-West,52.379234,4.890298,Private room,2,1,1,7,182.0,2,180,True,1,7,5.0,False,91.0,364.0,0.08,0.15,0.19,4.99,0.0027397260273972603,910.6438356164383
4363,592398060470692016,0.6,False,Westerpark,52.39063,4.87179,Entire home/apt,2,1,2,7,90.0,7,31,True,0,1,5.0,False,45.0,630.0,0.06,0.1,0.14,4.99,0.0,450.0
4364,593119225573814452,0.25,False,Westerpark,52.37713,4.87611,Entire home/apt,2,1,1,11,289.0,3,3,True,1,4,5.0,False,144.5,867.0,0.08,0.18,0.27,4.99,0.16712328767123288,1445.0
4366,593180183681959296,1.0,False,De Pijp - Rivierenbuurt,52.350235313734,4.904758113343136,Entire home/apt,4,2,3,5,165.0,3,21,True,0,2,5.0,True,41.25,495.0,0.09,0.12,0.13,4.99,0.6246575342465753,825.0
4367,594553816419624266,0.93,False,Oostelijk Havengebied - Indische Buurt,52.37693,4.93891,Private room,2,1,1,6,175.0,2,365,True,12,2,4.5,True,87.5,350.0,0.09,0.22,0.16,4.99,0.5972602739726027,1963.027397260274
4368,594722520230602404,0.97,False,Oud-Oost,52.35619,4.92606,Private room,3,1,2,8,108.0,3,31,True,3,3,5.0,False,36.0,324.0,0.06,0.14,0.15,4.99,0.09863013698630137,673.6849315068494
4369,594854298993801505,0.9500000000000001,False,Oud-Oost,52.35917,4.92358,Private room,4,1,3,11,160.0,5,8,True,4,4,5.0,False,40.0,800.0,0.07,0.17,0.2,4.99,0.06575342465753424,801.5342465753424
4371,595598653682977026,0.4,False,Zuid,52.34962646272364,4.849340942944606,Entire home/apt,2,1,1,7,200.0,4,10,True,3,1,5.0,False,100.0,800.0,0.07,0.2,0.25,4.99,0.4328767123287671,1000.0
4373,596389925106125864,0.9299999999999999,False,De Pijp - Rivierenbuurt,52.35004213999315,4.888141310902964,Entire home/apt,4,2,2,15,395.0,4,365,True,8,1,5.0,False,98.75,1580.0,0.16,0.14,0.33,4.99,0.16712328767123288,1971.2328767123288
4375,597004355411959102,0.75,False,De Baarsjes - Oud-West,52.36616659182986,4.865095461529529,Entire home/apt,2,1,1,6,160.0,7,30,True,10,0,4.5,False,80.0,1120.0,0.07,0.18,0.19,4.99,0.4547945205479452,800.013698630137
4376,597470915724140369,0.6699999999999999,False,Centrum-West,52.37496765956449,4.876644435915801,Entire home/apt,2,1,1,7,250.0,3,365,True,0,1,5.0,False,125.0,750.0,0.1,0.17,0.26,4.99,0.20273972602739726,1250.0
4377,597534556147535926,0.9500000000000001,False,Centrum-Oost,52.36431749570914,4.898711200296741,Entire home/apt,2,1,1,15,387.0,3,365,True,0,1,5.0,False,193.5,1161.0,0.11,0.14,0.29,4.99,0.8328767123287671,1948.9041095890411
4378,597752786821794473,0.64,False,De Baarsjes - Oud-West,52.36225,4.85568,Entire home/apt,2,1,1,10,180.0,4,14,True,12,2,4.75,False,90.0,720.0,0.06,0.22,0.13,4.99,0.06027397260273973,900.8219178082192
4379,597767781644386044,0.6799999999999999,False,Centrum-Oost,52.368481,4.902439,Entire home/apt,3,2,2,14,299.0,3,365,True,0,0,5.0,True,99.67,897.0,0.06,0.26,0.18,4.99,0.0,1495.0
4381,598364660031591022,0.92,False,Centrum-West,52.37135,4.89738,Private room,2,1,1,6,183.0,2,365,True,9,2,4.67,True,91.5,366.0,0.07,0.14,0.22,4.99,0.1095890410958904,597.1232876712329
4383,598406066619688775,0.75,False,De Baarsjes - Oud-West,52.36613,4.86187,Entire home/apt,2,1,1,4,120.0,7,1125,True,0,1,5.0,False,60.0,840.0,0.05,0.11,0.19,4.99,0.0,600.0
4386,598612684037138242,0.61,False,Centrum-West,52.373559820238576,4.894393737657329,Entire home/apt,6,3,3,14,375.0,3,365,True,9,1,1.0,True,62.5,1125.0,0.09,0.21,0.26,4.99,0.0821917808219178,1875.2602739726028
4388,599054612718249605,1.0,False,Oud-Oost,52.35757046634088,4.91054258355807,Entire home/apt,2,1,1,10,211.0,5,11,True,0,2,5.0,False,105.5,1055.0,0.05,0.2,0.19,4.99,0.043835616438356165,1200.7808219178082
4389,599095640730147281,0.72,False,Zuid,52.34316,4.86215,Private room,1,1,1,2,80.0,5,365,True,2,0,5.0,False,80.0,400.0,0.04,0.12,0.14,4.99,0.8356164383561644,379.2328767123288
4391,600546428941251893,0.96,False,Oud-Noord,52.39505689317016,4.903751899368073,Entire home/apt,4,2,1,13,266.0,3,120,True,13,1,5.0,True,66.5,798.0,0.15,0.22,0.25,4.99,0.4657534246575342,1496.150684931507
4394,602194129214708156,0.97,False,Bijlmer-Oost,52.32125,4.97986,Private room,1,1,1,7,88.0,5,60,True,19,2,5.0,True,88.0,440.0,0.06,0.12,0.15,4.99,0.052054794520547946,445.6849315068493
4395,602564634587571667,0.24000000000000005,False,De Pijp - Rivierenbuurt,52.35689510482805,4.893609432871842,Entire home/apt,4,2,2,18,434.0,4,30,True,7,2,4.45,True,108.5,1736.0,0.15,0.25,0.26,10.99,0.4383561643835616,2032.109589041096
4397,602863093410746913,0.64,False,De Pijp - Rivierenbuurt,52.349243,4.909766,Entire home/apt,4,2,4,19,450.0,3,30,True,0,1,4.29,True,112.5,1350.0,0.1,0.22,0.13,10.99,0.4712328767123288,2120.794520547945
4398,604014269161909064,1.0,True,Centrum-West,52.37655043896511,4.877649462238029,Entire home/apt,2,1,1,7,142.0,5,365,True,5,1,5.0,False,71.0,710.0,0.09,0.16,0.16,4.99,0.07123287671232877,590.2328767123288
4402,604710022784237976,0.4,False,Bos en Lommer,52.37878,4.842428,Entire home/apt,4,2,2,5,210.0,3,7,True,0,1,5.0,False,52.5,630.0,0.07,0.18,0.27,4.99,0.0136986301369863,1052.5753424657535
4404,605508239313800929,0.9,False,Westerpark,52.37216,4.86836,Entire home/apt,2,1,1,9,179.0,3,30,True,0,2,5.0,False,89.5,537.0,0.08,0.17,0.19,4.99,0.0,1001.5753424657535
4406,609144376373073488,0.79,False,Osdorp,52.35389971573294,4.811846641915425,Entire home/apt,4,2,3,11,171.0,3,30,True,5,2,5.0,False,42.75,513.0,0.09,0.13,0.2,4.99,0.03561643835616438,845.5753424657535
4409,612191055973104135,0.76,False,De Pijp - Rivierenbuurt,52.34776,4.88941,Entire home/apt,4,2,2,9,275.0,3,365,True,0,2,5.0,False,68.75,825.0,0.07,0.08,0.25,4.99,0.0,1375.0
4410,612241358185566923,0.81,False,De Pijp - Rivierenbuurt,52.35095901729027,4.904776082065242,Entire home/apt,4,2,2,24,651.0,3,31,True,0,1,4.68,True,162.75,1953.0,0.11,0.17,0.29,10.99,0.1178082191780822,3252.8082191780823
4412,612771882888379983,1.0,False,De Baarsjes - Oud-West,52.37268746592113,4.8560395793962,Entire home/apt,2,1,1,4,153.0,3,365,True,1,1,5.0,True,76.5,459.0,0.08,0.12,0.16,4.99,0.4520547945205479,797.1917808219179
4416,613469769708738317,0.4,False,Zuid,52.354008,4.885897,Entire home/apt,2,1,1,8,280.0,3,14,True,0,1,5.0,False,140.0,840.0,0.08,0.2,0.23,4.99,0.030136986301369864,1400.0
4419,614943743736248682,0.52,False,Centrum-West,52.37343924199432,4.898581628542939,Entire home/apt,4,2,2,19,450.0,3,365,True,3,2,4.29,True,112.5,1350.0,0.13,0.23,0.33,10.99,0.010958904109589041,2250.0
4421,616386590175292607,1.0,False,Bos en Lommer,52.37620547897789,4.855907939769189,Entire home/apt,2,1,1,7,195.0,4,21,True,0,1,5.0,True,97.5,780.0,0.07,0.14,0.22,4.99,0.019178082191780823,974.8356164383562
4423,616408408099846675,0.8200000000000001,False,De Baarsjes - Oud-West,52.37164127458409,4.858748903709605,Entire home/apt,2,1,1,8,154.0,2,1125,True,0,2,4.5,False,77.0,308.0,0.09,0.14,0.15,4.99,0.852054794520548,754.5205479452055
4426,617352100838559116,0.0,False,Oud-Noord,52.39755575039272,4.906521128104539,Entire home/apt,2,1,1,6,295.0,2,21,True,3,1,5.0,False,147.5,590.0,0.1,0.22,0.26,4.99,0.0684931506849315,1475.0
4430,618044870846962669,1.0,False,Bos en Lommer,52.38038171025075,4.854091625237888,Entire home/apt,2,1,1,9,170.0,5,14,True,0,2,5.0,True,85.0,850.0,0.09,0.11,0.24,4.99,0.0273972602739726,908.5890410958904
4431,618071471104515879,0.69,False,De Pijp - Rivierenbuurt,52.35328551352337,4.905375788614053,Entire home/apt,3,2,2,23,450.0,5,10,True,10,3,4.61,True,150.0,2250.0,0.06,0.24,0.21,10.99,0.0273972602739726,2250.0
4433,618804692907836170,0.33,False,Westerpark,52.38240773958858,4.872395869479723,Entire home/apt,4,2,2,11,250.0,3,9,True,0,1,5.0,False,62.5,750.0,0.08,0.24,0.22,4.99,0.0,1250.0
4434,619083498750886769,0.14,False,Centrum-Oost,52.36464019878715,4.9098073008798,Entire home/apt,2,1,1,8,195.0,5,365,True,0,1,5.0,False,97.5,975.0,0.08,0.16,0.23,4.99,0.136986301369863,975.0
4435,619283373356472530,1.0,False,Centrum-Oost,52.36140928736313,4.892773642662154,Private room,2,1,1,1,136.0,1,365,True,3,1,5.0,True,68.0,136.0,0.06,0.14,0.17,4.99,0.4136986301369863,1417.2876712328766
4437,619478604219809197,1.0,False,Westerpark,52.384853,4.87092,Entire home/apt,2,1,1,7,150.0,3,365,True,0,1,4.0,False,75.0,450.0,0.07,0.13,0.16,4.99,0.01643835616438356,752.054794520548
4439,620061441154294012,1.0,False,De Baarsjes - Oud-West,52.3718205328362,4.847596675101116,Entire home/apt,2,1,1,2,196.0,3,14,True,11,1,5.0,True,98.0,588.0,0.07,0.22,0.19,4.99,0.8027397260273973,1005.2602739726027
4443,622947567186451732,0.83,False,Centrum-Oost,52.36419234401762,4.881128459103698,Entire home/apt,4,2,3,21,543.0,1,365,True,14,1,2.84,True,135.75,543.0,0.1,0.23,0.35000000000000003,10.99,0.8986301369863013,2448.219178082192
4452,628244722853942086,0.8,False,De Aker - Nieuw Sloten,52.3509653767286,4.81112996910567,Entire home/apt,2,1,1,7,200.0,2,7,True,1,2,5.0,False,100.0,400.0,0.1,0.21,0.17,4.99,0.11506849315068493,1018.1506849315068
4454,629329986469778119,0.99,False,De Baarsjes - Oud-West,52.365888673057206,4.87764558524303,Entire home/apt,2,1,1,13,362.0,2,365,True,5,1,5.0,False,181.0,724.0,0.15,0.13,0.29,4.99,0.0136986301369863,1750.4794520547946
4455,631084538508215083,0.5,False,Westerpark,52.382238876884266,4.871768018626525,Entire home/apt,2,1,1,7,304.0,4,30,True,7,1,5.0,False,152.0,1216.0,0.1,0.23,0.2,4.99,0.8657534246575342,1900.0
4456,631521216552263082,1.0,False,Oostelijk Havengebied - Indische Buurt,52.36365857036616,4.942219561989236,Entire home/apt,3,2,2,6,184.0,3,365,True,9,1,5.0,False,61.33,552.0,0.09,0.26,0.23,4.99,0.7452054794520548,1150.0
4459,636752144003140378,0.5800000000000001,False,Centrum-Oost,52.368298,4.906173,Entire home/apt,4,2,2,37,1000.0,2,30,True,17,1,4.36,True,250.0,2000.0,0.12,0.33,0.33,10.99,0.12876712328767123,6250.0
4461,2107131,1.0,True,Gaasperdam - Driemond,52.275,4.9954,Entire home/apt,6,3,3,18,377.0,2,60,True,1,5,4.98,False,62.83,754.0,0.11,0.16,0.23,4.99,0.4712328767123288,1856.7123287671234
4462,43364131,0.9,False,Geuzenveld - Slotermeer,52.39667,4.75324,Entire home/apt,4,2,3,9,121.0,3,100,True,2,3,4.24,False,30.25,363.0,0.05,0.11,0.16,4.99,0.7945205479452054,658.8493150684932
4464,49493100,1.0,False,Buitenveldert - Zuidas,52.31852,4.85758,Private room,2,1,1,6,167.0,1,360,True,8,1,4.37,True,83.5,167.0,0.07,0.2,0.23,4.99,0.8794520547945206,979.3150684931506
4466,29979667,0.97,False,De Aker - Nieuw Sloten,52.33319,4.7981,Private room,4,1,4,17,299.0,1,1125,True,30,0,4.33,True,74.75,299.0,0.14,0.26,0.3,4.99,0.9917808219178083,1270.6986301369864
4470,52998236,1.0,False,Noord-Oost,52.42763,5.0742,Entire home/apt,8,4,7,1,15.0,1,28,True,4,0,3.52,True,1.88,15.0,0.09,0.1,0.13,0.99,0.5452054794520548,75.0
4471,721551,0.72,False,Noord-Oost,52.41881,5.0701,Entire home/apt,6,3,3,4,180.0,5,1125,True,5,1,4.95,False,30.0,900.0,0.06,0.21,0.16,4.99,0.2958904109589041,901.3698630136986
4472,35284613,0.29,False,Noord-Oost,52.41831,5.07008,Entire home/apt,5,3,3,10,220.0,7,14,True,12,0,5.0,False,44.0,1540.0,0.11,0.19,0.21,4.99,0.6054794520547945,1100.0
4473,28250151,0.67,False,Bijlmer-Centrum,52.2685,4.97529,Entire home/apt,6,3,4,3,300.0,5,1125,True,0,0,4.9,False,50.0,1500.0,0.09,0.33,0.23,4.99,0.057534246575342465,1224.6575342465753
4475,30230156,0.5,False,Buitenveldert - Zuidas,52.32,4.86487,Entire home/apt,4,2,2,15,294.0,6,31,True,0,0,5.0,False,73.5,1764.0,0.11,0.22,0.25,4.99,0.36164383561643837,1444.86301369863
4476,21444254,0.5,False,Buitenveldert - Zuidas,52.31731,4.8662,Entire home/apt,7,4,7,9,275.0,4,1125,True,0,0,4.83,False,39.29,1100.0,0.1,0.28,0.17,4.99,0.46301369863013697,1447.3287671232877
4480,6770035,0.71,False,Bijlmer-Centrum,52.32565,4.93856,Entire home/apt,5,3,4,7,120.0,5,40,True,0,1,4.81,False,24.0,600.0,0.08,0.11,0.19,4.99,0.38082191780821917,617.1917808219179
4481,50193216,1.0,False,Noord-Oost,52.420921,5.065527,Private room,2,1,1,8,105.0,3,60,True,9,1,5.0,True,52.5,315.0,0.07,0.12,0.17,4.99,0.8767123287671232,525.0
4483,52878730,0.86,False,Buitenveldert - Zuidas,52.30877,4.8649,Entire home/apt,5,3,3,8,250.0,3,25,True,0,0,5.0,False,50.0,750.0,0.05,0.22,0.2,4.99,0.0958904109589041,1266.986301369863
4485,28769068,1.0,False,Buitenveldert - Zuidas,52.31706,4.87178,Private room,2,1,1,7,184.0,1,365,True,19,0,4.64,True,92.0,184.0,0.08,0.19,0.23,4.99,0.9534246575342465,909.1095890410959
4486,6632081,0.0,False,Buitenveldert - Zuidas,52.31729,4.85038,Entire home/apt,4,2,5,12,235.0,6,30,True,0,0,4.67,False,58.75,1410.0,0.1,0.2,0.24,4.99,0.18082191780821918,1225.5479452054794
4488,10311085,0.6,False,Bijlmer-Centrum,52.26858,4.96943,Entire home/apt,4,2,3,7,145.0,3,20,True,1,0,5.0,False,36.25,435.0,0.07,0.18,0.15,4.99,0.24383561643835616,725.0
4491,2306793,0.3,False,Noord-Oost,52.43435,4.95303,Entire home/apt,6,3,5,15,160.0,14,1125,True,6,0,5.0,False,26.67,2240.0,0.1,0.18,0.16,4.99,0.4273972602739726,800.0
4495,33092917,1.0,False,Buitenveldert - Zuidas,52.30206,4.86954,Entire home/apt,4,2,2,9,290.0,1,365,True,25,5,4.62,True,72.5,290.0,0.1,0.15,0.15,4.99,0.5561643835616439,1117.123287671233
4496,51418830,0.96,False,Noord-Oost,52.43529,4.99907,Entire home/apt,3,2,2,7,114.0,3,30,True,20,3,4.79,False,38.0,342.0,0.07,0.15,0.18,4.99,0.27945205479452057,638.8630136986301
4498,40944828,0.46,False,Gaasperdam - Driemond,52.31884,5.03735,Entire home/apt,5,3,3,4,149.0,2,1125,True,0,0,4.82,False,29.8,298.0,0.07,0.12,0.19,4.99,0.030136986301369864,749.7945205479452
4499,26527398,0.0,False,Noord-Oost,52.42935,4.99937,Entire home/apt,6,3,2,11,149.0,3,1125,True,0,0,4.33,False,24.83,447.0,0.05,0.16,0.17,4.99,0.23013698630136986,745.0
4501,43557102,1.0,True,Bijlmer-Centrum,52.32653,4.93103,Private room,2,1,1,10,149.0,1,1125,True,12,0,5.0,True,74.5,149.0,0.06,0.17,0.16,4.99,0.5698630136986301,641.9589041095891
4502,50973991,1.0,False,Noord-Oost,52.4344,4.99142,Entire home/apt,6,3,3,12,175.0,3,21,True,0,0,5.0,True,29.17,525.0,0.08,0.12,0.19,4.99,0.5917808219178082,902.3972602739726
4503,36291998,0.77,False,Geuzenveld - Slotermeer,52.3961,4.75514,Entire home/apt,4,2,4,2,109.0,10,364,True,1,0,4.75,False,27.25,1090.0,0.07,0.17,0.17,4.99,0.0821917808219178,546.1643835616438
4505,44174765,1.0,True,Watergraafsmeer,52.33896,4.95371,Private room,1,1,1,2,47.0,14,365,True,2,3,4.91,True,47.0,658.0,0.11,0.09,0.16,0.99,0.2273972602739726,224.1095890410959
4506,49493264,1.0,False,Buitenveldert - Zuidas,52.3165,4.85604,Private room,1,1,1,10,155.0,1,360,True,13,1,4.65,True,155.0,155.0,0.07,0.12,0.2,4.99,0.9041095890410958,929.0410958904109
4507,36438581,0.9,False,Geuzenveld - Slotermeer,52.39626,4.75669,Entire home/apt,4,2,3,10,120.0,3,1125,True,0,0,4.4,True,30.0,360.0,0.06,0.1,0.19,4.99,0.00821917808219178,600.0
4515,24841425,1.0,False,De Aker - Nieuw Sloten,52.33451,4.79228,Entire home/apt,5,3,3,5,181.0,3,30,True,0,0,4.0,False,36.2,543.0,0.1,0.12,0.12,4.99,0.0,903.4931506849315
4516,3287537,0.0,False,Buitenveldert - Zuidas,52.32546,4.81914,Entire home/apt,3,2,3,4,125.0,5,30,True,0,0,4.6,False,41.67,625.0,0.06,0.16,0.2,4.99,0.5972602739726027,625.0
4517,33521588,0.36,False,De Aker - Nieuw Sloten,52.33203,4.78227,Entire home/apt,5,3,4,9,249.0,4,24,True,7,2,4.92,False,49.8,996.0,0.1,0.22,0.23,4.99,0.6,1294.5068493150684
4518,2203816,1.0,True,Gaasperdam - Driemond,52.30836,5.02966,Private room,1,1,1,4,68.0,70,90,True,26,0,4.28,True,68.0,4760.0,0.07,0.14,0.16,2.99,0.37534246575342467,344.63013698630135
4519,27981057,0.5700000000000001,False,De Aker - Nieuw Sloten,52.33812,4.79236,Entire home/apt,4,2,3,5,175.0,5,1125,True,0,0,5.0,False,43.75,875.0,0.09,0.2,0.2,4.99,0.41643835616438357,874.6575342465753
4520,46032528,0.55,False,Noord-Oost,52.43549,5.00127,Entire home/apt,5,3,4,13,280.0,4,30,True,0,0,5.0,False,56.0,1120.0,0.1,0.23,0.31,4.99,0.6328767123287671,1387.6712328767123
4521,52919823,1.0,False,Buitenveldert - Zuidas,52.31396,4.84601,Entire home/apt,8,4,3,15,380.0,5,365,True,9,0,4.5,False,47.5,1900.0,0.11,0.23,0.24,4.99,0.07671232876712329,2049.4520547945203
4523,29979592,0.97,False,De Aker - Nieuw Sloten,52.33337,4.79696,Private room,2,1,2,5,206.0,1,1125,True,30,0,4.07,True,103.0,206.0,0.09,0.17,0.23,4.99,1.0,805.6986301369863
4525,29553447,1.0,False,Buitenveldert - Zuidas,52.3256,4.81751,Entire home/apt,2,1,1,6,143.0,4,1125,True,9,4,4.93,True,71.5,572.0,0.08,0.11,0.19,4.99,0.030136986301369864,618.3424657534247
4526,6621505,0.9400000000000001,False,Noord-Oost,52.42745,4.94256,Entire home/apt,2,1,1,6,106.0,4,1125,True,7,0,4.87,True,53.0,424.0,0.06,0.14,0.16,4.99,0.821917808219178,534.5890410958904
4527,43475436,1.0,True,Bijlmer-Centrum,52.27213,4.97466,Entire home/apt,4,2,2,12,175.0,3,31,True,5,0,4.7,False,43.75,525.0,0.07,0.16,0.21,4.99,0.6547945205479452,875.0
4528,50957764,0.67,False,Noord-Oost,52.42393,4.94975,Entire home/apt,2,1,1,3,150.0,3,4,True,11,1,5.0,False,75.0,450.0,0.08,0.17,0.19,4.99,0.030136986301369864,781.8767123287671
4530,24503914,0.0,False,Buitenveldert - Zuidas,52.30945,4.85696,Entire home/apt,4,2,3,8,150.0,3,30,True,1,0,5.0,False,37.5,450.0,0.07,0.15,0.24,4.99,0.6684931506849315,750.0
4534,1910692,0.97,False,Noord-Oost,52.43076,4.98203,Entire home/apt,4,2,3,3,168.0,3,30,True,0,2,4.9,True,42.0,504.0,0.09,0.07,0.18,4.99,0.3506849315068493,840.2054794520548
4535,606455633269754357,1.0,False,Noord-West,52.42910611458712,4.901186189013109,Entire home/apt,6,3,4,3,125.0,7,7,True,0,0,5.0,True,20.83,875.0,0.06,0.1,0.15,4.99,0.07397260273972603,634.931506849315
4540,43575751,1.0,True,Bijlmer-Centrum,52.32653,4.93103,Private room,2,1,1,10,133.0,1,1125,True,8,0,4.93,True,66.5,133.0,0.08,0.17,0.17,4.99,0.5041095890410959,592.2465753424658
4541,50335658,1.0,True,Gaasperdam - Driemond,52.28237,5.00526,Entire home/apt,2,1,1,3,56.0,3,30,True,15,0,4.5,True,28.0,168.0,0.06,0.15,0.16,2.99,0.1643835616438356,280.0
4543,24471898,0.75,False,Bijlmer-Centrum,52.27714,4.97784,Entire home/apt,6,3,5,10,275.0,5,21,True,0,1,5.0,False,45.83,1375.0,0.1,0.22,0.13,4.99,0.024657534246575342,1375.0
4545,33293787,1.0,True,Noord-West,52.42902,4.91289,Entire home/apt,4,2,2,6,120.0,5,1125,True,0,1,4.88,True,30.0,600.0,0.07,0.2,0.14,4.99,0.12602739726027398,966.4109589041096
4547,550401,0.43,False,Buitenveldert - Zuidas,52.30611,4.86426,Entire home/apt,5,3,4,9,140.0,59,1125,True,0,0,4.92,False,28.0,8260.0,0.08,0.14,0.17,4.99,0.4986301369863014,700.0
4548,22176775,0.67,False,Noord-Oost,52.43201,4.99908,Entire home/apt,2,1,1,1,89.0,7,21,True,0,0,4.87,False,44.5,623.0,0.05,0.1,0.14,4.99,0.0958904109589041,471.26027397260276
4549,33092943,1.0,False,Buitenveldert - Zuidas,52.30206,4.86954,Entire home/apt,6,3,4,13,376.0,1,365,True,19,6,4.81,True,62.67,376.0,0.08,0.17,0.41000000000000003,4.99,0.5342465753424658,1509.5890410958905
4550,41881450,1.0,False,Buitenveldert - Zuidas,52.30839,4.86858,Entire home/apt,2,1,1,4,160.0,2,31,True,12,0,5.0,False,80.0,320.0,0.08,0.25,0.22,4.99,0.6164383561643836,778.8356164383562
4552,31852191,1.0,True,Noord-Oost,52.42933,4.97788,Entire home/apt,2,1,1,1,104.0,4,60,True,2,2,5.0,True,52.0,416.0,0.05,0.09,0.15,4.99,0.7068493150684931,527.4931506849315
4554,15005354,0.71,False,Buitenveldert - Zuidas,52.30863,4.8669,Entire home/apt,6,3,4,9,195.0,4,21,True,0,0,5.0,False,32.5,780.0,0.09,0.13,0.2,4.99,0.03287671232876712,989.7945205479452
4555,22966959,0.26,False,Buitenveldert - Zuidas,52.30234,4.85084,Entire home/apt,8,4,6,7,201.0,3,21,True,1,0,4.84,False,25.12,603.0,0.1,0.18,0.21,4.99,0.16712328767123288,1051.7808219178082
4560,32948461,1.0,False,De Aker - Nieuw Sloten,52.3466,4.77607,Entire home/apt,4,2,2,5,108.0,3,21,True,1,6,4.69,True,27.0,324.0,0.06,0.17,0.24,4.99,0.7479452054794521,510.5342465753425
4565,19234705,0.85,False,De Aker - Nieuw Sloten,52.33405,4.78067,Entire home/apt,3,2,3,1,125.0,2,1125,True,6,2,5.0,True,41.67,250.0,0.06,0.15,0.17,4.99,0.863013698630137,644.1780821917808
4569,6525679,0.0,False,De Aker - Nieuw Sloten,52.34026,4.78438,Entire home/apt,6,3,6,13,400.0,5,16,True,4,0,4.05,True,66.67,2000.0,0.1,0.13,0.28,10.99,0.336986301369863,2000.0
4570,4286529,0.2,False,Noord-West,52.42949,4.91689,Entire home/apt,2,1,1,13,250.0,4,365,True,30,0,5.0,False,125.0,1000.0,0.03,0.19,0.16,4.99,1.0,1250.0
4571,33092889,1.0,False,Buitenveldert - Zuidas,52.30206,4.86954,Entire home/apt,4,2,1,10,246.0,1,365,True,10,0,4.69,True,61.5,246.0,0.12,0.18,0.26,4.99,0.5013698630136987,1044.4794520547946
4572,33659476,1.0,False,Buitenveldert - Zuidas,52.31001,4.86772,Entire home/apt,8,4,5,14,250.0,4,8,True,0,1,5.0,False,31.25,1000.0,0.03,0.18,0.28,4.99,0.052054794520547946,1295.890410958904
4573,45049029,0.25,False,Buitenveldert - Zuidas,52.3083,4.85799,Entire home/apt,5,3,2,7,200.0,3,30,True,0,0,5.0,False,40.0,600.0,0.1,0.29,0.22,4.99,0.03561643835616438,1000.0
4574,35541436,0.0,False,Buitenveldert - Zuidas,52.30834,4.8519,Entire home/apt,6,3,3,9,332.0,7,1125,True,0,0,5.0,False,55.33,2324.0,0.1,0.3,0.36,4.99,0.07123287671232877,1677.054794520548
